Status,Group,Channel Name,URL,Reason,LatencyMs
Alive,"BR – FILMES E SERIES","TCM SD [2]","http://up.kiwi/351921603109/34939156/296446","",2050
Dead,"BR – FILMES E SERIES","TELECINE ACTION [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72347.ts","No data (insufficient stream data: 235 bytes)",472
Dead,"BR – FILMES E SERIES","TELECINE ACTION [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72347.ts","No data (insufficient stream data: 235 bytes)",419
Dead,"BR – FILMES E SERIES","TELECINE ACTION FHD","http://up.kiwi/351921603109/34939156/296198","HTTP 404",876
Dead,"BR – FILMES E SERIES","TELECINE ACTION FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72346.ts","No data (insufficient stream data: 235 bytes)",847
Dead,"BR – FILMES E SERIES","TELECINE ACTION FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72346.ts","No data (insufficient stream data: 235 bytes)",398
Dead,"BR – FILMES E SERIES","TELECINE ACTION FHD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90668.ts","No data (insufficient stream data: 235 bytes)",812
Dead,"BR – FILMES E SERIES","TELECINE ACTION FHD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90668.ts","No data (insufficient stream data: 235 bytes)",498
Alive,"BR – FILMES E SERIES","TELECINE ACTION H265","http://up.kiwi/351921603109/34939156/299682","",1970
Alive,"BR – FILMES E SERIES","TELECINE ACTION H265 [2]","http://up.kiwi/351921603109/34939156/1256","",2002
Dead,"BR – FILMES E SERIES","TELECINE ACTION H265 [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/90239.ts","No data (insufficient stream data: 235 bytes)",315
Dead,"BR – FILMES E SERIES","TELECINE ACTION H265 [4]","http://tjtor8411.com:80/010794/FXz1sY/90239.ts","No data (insufficient stream data: 235 bytes)",413
Alive,"BR – FILMES E SERIES","TELECINE ACTION HD","http://up.kiwi/351921603109/34939156/1258","",1883
Alive,"BR – FILMES E SERIES","TELECINE ACTION HD [2]","http://up.kiwi/351921603109/34939156/296187","",1939
Dead,"BR – FILMES E SERIES","TELECINE ACTION HD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72348.ts","No data (insufficient stream data: 235 bytes)",444
Dead,"BR – FILMES E SERIES","TELECINE ACTION HD [4]","http://tjtor8411.com:80/010794/FXz1sY/72348.ts","No data (insufficient stream data: 235 bytes)",423
Alive,"BR – FILMES E SERIES","TELECINE ACTION HD [5]","http://46.151.196.223:14326/","",467
Geoblocked,"BR – FILMES E SERIES","TELECINE ACTION HD [6]","https://megaflix.mgfiles.lat/4e85e7c5e8160dd9f082bf1d86e75877/file.m3u8","HTTP 403",138
Dead,"BR – FILMES E SERIES","TELECINE ACTION HD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90667.ts","No data (insufficient stream data: 235 bytes)",417
Dead,"BR – FILMES E SERIES","TELECINE ACTION HD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90667.ts","No data (insufficient stream data: 235 bytes)",355
Alive,"BR – FILMES E SERIES","TELECINE ACTION SD","http://up.kiwi/351921603109/34939156/1260","",1860
Alive,"BR – FILMES E SERIES","TELECINE ACTION SD [2]","http://up.kiwi/351921603109/34939156/296188","",1847
Dead,"BR – FILMES E SERIES","TELECINE ACTION SD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72349.ts","No data (insufficient stream data: 235 bytes)",346
Dead,"BR – FILMES E SERIES","TELECINE ACTION SD [4]","http://tjtor8411.com:80/010794/FXz1sY/72349.ts","No data (insufficient stream data: 235 bytes)",348
Dead,"BR – FILMES E SERIES","TELECINE ACTION SD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90666.ts","No data (insufficient stream data: 235 bytes)",359
Dead,"BR – FILMES E SERIES","TELECINE ACTION SD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90666.ts","No data (insufficient stream data: 235 bytes)",318
Dead,"BR – FILMES E SERIES","TELECINE CULT [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72351.ts","No data (insufficient stream data: 235 bytes)",301
Dead,"BR – FILMES E SERIES","TELECINE CULT [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72351.ts","No data (insufficient stream data: 235 bytes)",342
Alive,"BR – FILMES E SERIES","TELECINE CULT FHD","http://up.kiwi/351921603109/34939156/296199","",1938
Dead,"BR – FILMES E SERIES","TELECINE CULT FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72350.ts","No data (insufficient stream data: 235 bytes)",380
Dead,"BR – FILMES E SERIES","TELECINE CULT FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72350.ts","No data (insufficient stream data: 235 bytes)",307
Dead,"BR – FILMES E SERIES","TELECINE CULT FHD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90665.ts","No data (insufficient stream data: 235 bytes)",316
Dead,"BR – FILMES E SERIES","TELECINE CULT FHD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90665.ts","No data (insufficient stream data: 235 bytes)",317
Alive,"BR – FILMES E SERIES","TELECINE CULT H265","http://up.kiwi/351921603109/34939156/1262","",2018
Dead,"BR – FILMES E SERIES","TELECINE CULT H265 [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/103456.ts","No data (insufficient stream data: 235 bytes)",279
Dead,"BR – FILMES E SERIES","TELECINE CULT H265 [3]","http://tjtor8411.com:80/010794/FXz1sY/103456.ts","No data (insufficient stream data: 235 bytes)",340
Alive,"BR – FILMES E SERIES","TELECINE CULT HD","http://up.kiwi/351921603109/34939156/1264","",1921
Alive,"BR – FILMES E SERIES","TELECINE CULT HD [2]","http://up.kiwi/351921603109/34939156/296200","",1815
Dead,"BR – FILMES E SERIES","TELECINE CULT HD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72352.ts","No data (insufficient stream data: 235 bytes)",368
Dead,"BR – FILMES E SERIES","TELECINE CULT HD [4]","http://tjtor8411.com:80/010794/FXz1sY/72352.ts","No data (insufficient stream data: 235 bytes)",305
Geoblocked,"BR – FILMES E SERIES","TELECINE CULT HD [5]","https://megaflix.mgfiles.lat/e8bec5b304af83c9c610d5f16a7a97f2/file.m3u8","HTTP 403",154
Dead,"BR – FILMES E SERIES","TELECINE CULT HD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90664.ts","No data (insufficient stream data: 235 bytes)",294
Dead,"BR – FILMES E SERIES","TELECINE CULT HD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90664.ts","No data (insufficient stream data: 235 bytes)",294
Alive,"BR – FILMES E SERIES","TELECINE CULT SD","http://up.kiwi/351921603109/34939156/1266","",2053
Alive,"BR – FILMES E SERIES","TELECINE CULT SD [2]","http://up.kiwi/351921603109/34939156/296189","",1909
Dead,"BR – FILMES E SERIES","TELECINE CULT SD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72353.ts","No data (insufficient stream data: 235 bytes)",250
Dead,"BR – FILMES E SERIES","TELECINE CULT SD [4]","http://tjtor8411.com:80/010794/FXz1sY/72353.ts","No data (insufficient stream data: 235 bytes)",293
Dead,"BR – FILMES E SERIES","TELECINE CULT SD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90663.ts","No data (insufficient stream data: 235 bytes)",269
Dead,"BR – FILMES E SERIES","TELECINE CULT SD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90663.ts","No data (insufficient stream data: 235 bytes)",295
Dead,"BR – FILMES E SERIES","TELECINE FUN [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72355.ts","No data (insufficient stream data: 235 bytes)",297
Dead,"BR – FILMES E SERIES","TELECINE FUN [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72355.ts","No data (insufficient stream data: 235 bytes)",258
Alive,"BR – FILMES E SERIES","TELECINE FUN FHD","http://up.kiwi/351921603109/34939156/296201","",1987
Dead,"BR – FILMES E SERIES","TELECINE FUN FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72354.ts","No data (insufficient stream data: 235 bytes)",223
Dead,"BR – FILMES E SERIES","TELECINE FUN FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72354.ts","No data (insufficient stream data: 235 bytes)",220
Dead,"BR – FILMES E SERIES","TELECINE FUN FHD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90662.ts","No data (insufficient stream data: 235 bytes)",242
Dead,"BR – FILMES E SERIES","TELECINE FUN FHD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90662.ts","No data (insufficient stream data: 235 bytes)",255
Alive,"BR – FILMES E SERIES","TELECINE FUN H265","http://up.kiwi/351921603109/34939156/1268","",2059
Dead,"BR – FILMES E SERIES","TELECINE FUN H265 [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/103455.ts","No data (insufficient stream data: 235 bytes)",311
Dead,"BR – FILMES E SERIES","TELECINE FUN H265 [3]","http://tjtor8411.com:80/010794/FXz1sY/103455.ts","No data (insufficient stream data: 235 bytes)",384
Alive,"BR – FILMES E SERIES","TELECINE FUN HD","http://up.kiwi/351921603109/34939156/1270","",1907
Alive,"BR – FILMES E SERIES","TELECINE FUN HD [2]","http://up.kiwi/351921603109/34939156/296190","",1898
Dead,"BR – FILMES E SERIES","TELECINE FUN HD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72356.ts","No data (insufficient stream data: 235 bytes)",299
Dead,"BR – FILMES E SERIES","TELECINE FUN HD [4]","http://tjtor8411.com:80/010794/FXz1sY/72356.ts","No data (insufficient stream data: 235 bytes)",321
Geoblocked,"BR – FILMES E SERIES","TELECINE FUN HD [5]","https://megaflix.mgfiles.lat/16dee219c907c289a44ae062e4303b8a/file.m3u8","HTTP 403",138
Dead,"BR – FILMES E SERIES","TELECINE FUN HD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90661.ts","No data (insufficient stream data: 235 bytes)",308
Dead,"BR – FILMES E SERIES","TELECINE FUN HD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90661.ts","No data (insufficient stream data: 235 bytes)",313
Alive,"BR – FILMES E SERIES","TELECINE FUN SD","http://up.kiwi/351921603109/34939156/1272","",3954
Dead,"BR – FILMES E SERIES","TELECINE FUN SD [2]","http://up.kiwi/351921603109/34939156/296191","HTTP 404",815
Dead,"BR – FILMES E SERIES","TELECINE FUN SD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72357.ts","No data (insufficient stream data: 235 bytes)",278
Dead,"BR – FILMES E SERIES","TELECINE FUN SD [4]","http://tjtor8411.com:80/010794/FXz1sY/72357.ts","No data (insufficient stream data: 235 bytes)",346
Dead,"BR – FILMES E SERIES","TELECINE FUN SD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90660.ts","No data (insufficient stream data: 235 bytes)",461
Dead,"BR – FILMES E SERIES","TELECINE FUN SD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90660.ts","No data (insufficient stream data: 235 bytes)",331
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72359.ts","No data (insufficient stream data: 235 bytes)",453
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72359.ts","No data (insufficient stream data: 235 bytes)",295
Alive,"BR – FILMES E SERIES","TELECINE PIPOCA FHD","http://up.kiwi/351921603109/34939156/296202","",1816
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72358.ts","No data (insufficient stream data: 235 bytes)",296
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72358.ts","No data (insufficient stream data: 235 bytes)",271
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA FHD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90659.ts","No data (insufficient stream data: 235 bytes)",228
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA FHD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90659.ts","No data (insufficient stream data: 235 bytes)",236
Alive,"BR – FILMES E SERIES","TELECINE PIPOCA H265","http://up.kiwi/351921603109/34939156/299683","",1816
Alive,"BR – FILMES E SERIES","TELECINE PIPOCA H265 [2]","http://up.kiwi/351921603109/34939156/1274","",1815
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA H265 [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/90238.ts","No data (insufficient stream data: 235 bytes)",263
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA H265 [4]","http://tjtor8411.com:80/010794/FXz1sY/90238.ts","No data (insufficient stream data: 235 bytes)",242
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA HD","http://up.kiwi/351921603109/34939156/1276","HTTP 404",1676
Alive,"BR – FILMES E SERIES","TELECINE PIPOCA HD [2]","http://up.kiwi/351921603109/34939156/296192","",1869
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA HD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72360.ts","No data (insufficient stream data: 235 bytes)",431
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA HD [4]","http://tjtor8411.com:80/010794/FXz1sY/72360.ts","No data (insufficient stream data: 235 bytes)",366
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA HD [5]","http://s2.micineovs.com/TELECINEPIPOCA/index.m3u8?token=16FOTt9Ae2m8","Connection refused",524
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA HD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90658.ts","No data (insufficient stream data: 235 bytes)",416
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA HD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90658.ts","No data (insufficient stream data: 235 bytes)",404
Alive,"BR – FILMES E SERIES","TELECINE PIPOCA SD","http://up.kiwi/351921603109/34939156/1278","",1870
Alive,"BR – FILMES E SERIES","TELECINE PIPOCA SD [2]","http://up.kiwi/351921603109/34939156/296193","",1920
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA SD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72361.ts","No data (insufficient stream data: 235 bytes)",588
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA SD [4]","http://tjtor8411.com:80/010794/FXz1sY/72361.ts","No data (insufficient stream data: 235 bytes)",362
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA SD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90657.ts","No data (insufficient stream data: 235 bytes)",367
Dead,"BR – FILMES E SERIES","TELECINE PIPOCA SD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90657.ts","No data (insufficient stream data: 235 bytes)",291
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72363.ts","No data (insufficient stream data: 235 bytes)",346
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72363.ts","No data (insufficient stream data: 235 bytes)",337
Alive,"BR – FILMES E SERIES","TELECINE PREMIUM FHD","http://up.kiwi/351921603109/34939156/296203","",1850
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72362.ts","No data (insufficient stream data: 235 bytes)",231
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72362.ts","No data (insufficient stream data: 235 bytes)",270
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM FHD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90656.ts","No data (insufficient stream data: 235 bytes)",247
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM FHD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90656.ts","No data (insufficient stream data: 235 bytes)",237
Alive,"BR – FILMES E SERIES","TELECINE PREMIUM H265","http://up.kiwi/351921603109/34939156/299684","",1817
Alive,"BR – FILMES E SERIES","TELECINE PREMIUM H265 [2]","http://up.kiwi/351921603109/34939156/1280","",1868
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM H265 [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/90237.ts","No data (insufficient stream data: 235 bytes)",224
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM H265 [4]","http://tjtor8411.com:80/010794/FXz1sY/90237.ts","No data (insufficient stream data: 235 bytes)",218
Alive,"BR – FILMES E SERIES","TELECINE PREMIUM HD","http://up.kiwi/351921603109/34939156/1282","",1858
Alive,"BR – FILMES E SERIES","TELECINE PREMIUM HD [2]","http://up.kiwi/351921603109/34939156/296194","",1953
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM HD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72364.ts","No data (insufficient stream data: 235 bytes)",252
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM HD [4]","http://tjtor8411.com:80/010794/FXz1sY/72364.ts","No data (insufficient stream data: 235 bytes)",316
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM HD [5]","http://s2.micineovs.com/TELECINEPREMIUM/index.m3u8?token=16FOTt9Ae2m8","Connection refused",332
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM HD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90655.ts","No data (insufficient stream data: 235 bytes)",313
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM HD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90655.ts","No data (insufficient stream data: 235 bytes)",273
Alive,"BR – FILMES E SERIES","TELECINE PREMIUM SD","http://up.kiwi/351921603109/34939156/1284","",1943
Alive,"BR – FILMES E SERIES","TELECINE PREMIUM SD [2]","http://up.kiwi/351921603109/34939156/296195","",1956
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM SD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72365.ts","No data (insufficient stream data: 235 bytes)",268
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM SD [4]","http://tjtor8411.com:80/010794/FXz1sY/72365.ts","No data (insufficient stream data: 235 bytes)",251
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM SD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90654.ts","No data (insufficient stream data: 235 bytes)",247
Dead,"BR – FILMES E SERIES","TELECINE PREMIUM SD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90654.ts","No data (insufficient stream data: 235 bytes)",283
Dead,"BR – FILMES E SERIES","TELECINE TOUCH [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72367.ts","No data (insufficient stream data: 235 bytes)",268
Dead,"BR – FILMES E SERIES","TELECINE TOUCH [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72367.ts","No data (insufficient stream data: 235 bytes)",253
Alive,"BR – FILMES E SERIES","TELECINE TOUCH FHD","http://up.kiwi/351921603109/34939156/296204","",1914
Dead,"BR – FILMES E SERIES","TELECINE TOUCH FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72366.ts","No data (insufficient stream data: 235 bytes)",249
Dead,"BR – FILMES E SERIES","TELECINE TOUCH FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72366.ts","No data (insufficient stream data: 235 bytes)",244
Dead,"BR – FILMES E SERIES","TELECINE TOUCH FHD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90653.ts","No data (insufficient stream data: 235 bytes)",293
Dead,"BR – FILMES E SERIES","TELECINE TOUCH FHD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90653.ts","No data (insufficient stream data: 235 bytes)",310
Alive,"BR – FILMES E SERIES","TELECINE TOUCH H265","http://up.kiwi/351921603109/34939156/1286","",1917
Dead,"BR – FILMES E SERIES","TELECINE TOUCH H265 [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/103454.ts","No data (insufficient stream data: 235 bytes)",244
Dead,"BR – FILMES E SERIES","TELECINE TOUCH H265 [3]","http://tjtor8411.com:80/010794/FXz1sY/103454.ts","No data (insufficient stream data: 235 bytes)",275
Alive,"BR – FILMES E SERIES","TELECINE TOUCH HD","http://up.kiwi/351921603109/34939156/1288","",1876
Alive,"BR – FILMES E SERIES","TELECINE TOUCH HD [2]","http://up.kiwi/351921603109/34939156/296196","",1930
Dead,"BR – FILMES E SERIES","TELECINE TOUCH HD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72368.ts","No data (insufficient stream data: 235 bytes)",221
Dead,"BR – FILMES E SERIES","TELECINE TOUCH HD [4]","http://tjtor8411.com:80/010794/FXz1sY/72368.ts","No data (insufficient stream data: 235 bytes)",346
Geoblocked,"BR – FILMES E SERIES","TELECINE TOUCH HD [5]","https://megaflix.mgfiles.lat/16c80e1a9ae560d747ffecbc3d47d7b5/file.m3u8","HTTP 403",90
Dead,"BR – FILMES E SERIES","TELECINE TOUCH HD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90652.ts","No data (insufficient stream data: 235 bytes)",310
Dead,"BR – FILMES E SERIES","TELECINE TOUCH HD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90652.ts","No data (insufficient stream data: 235 bytes)",270
Alive,"BR – FILMES E SERIES","TELECINE TOUCH SD","http://up.kiwi/351921603109/34939156/1290","",1909
Alive,"BR – FILMES E SERIES","TELECINE TOUCH SD [2]","http://up.kiwi/351921603109/34939156/296197","",1870
Dead,"BR – FILMES E SERIES","TELECINE TOUCH SD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72369.ts","No data (insufficient stream data: 235 bytes)",273
Dead,"BR – FILMES E SERIES","TELECINE TOUCH SD [4]","http://tjtor8411.com:80/010794/FXz1sY/72369.ts","No data (insufficient stream data: 235 bytes)",242
Dead,"BR – FILMES E SERIES","TELECINE TOUCH SD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90651.ts","No data (insufficient stream data: 235 bytes)",228
Dead,"BR – FILMES E SERIES","TELECINE TOUCH SD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90651.ts","No data (insufficient stream data: 235 bytes)",265
Dead,"BR – FILMES E SERIES","TNT [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72376.ts","No data (insufficient stream data: 235 bytes)",239
Dead,"BR – FILMES E SERIES","TNT [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72376.ts","No data (insufficient stream data: 235 bytes)",237
Dead,"BR – FILMES E SERIES","TNT FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/72375.ts","No data (insufficient stream data: 235 bytes)",245
Dead,"BR – FILMES E SERIES","TNT FHD [2]","http://tjtor8411.com:80/010794/FXz1sY/72375.ts","No data (insufficient stream data: 235 bytes)",353
Dead,"BR – FILMES E SERIES","TNT FHD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90674.ts","No data (insufficient stream data: 235 bytes)",242
Dead,"BR – FILMES E SERIES","TNT FHD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90674.ts","No data (insufficient stream data: 235 bytes)",229
Dead,"BR – FILMES E SERIES","TNT H265","http://up.kiwi/351921603109/34939156/299685","HTTP 502",4114
Dead,"BR – FILMES E SERIES","TNT H265 [2]","http://up.kiwi/351921603109/34939156/1302","HTTP 404",970
Dead,"BR – FILMES E SERIES","TNT H265 [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72377.ts","No data (insufficient stream data: 235 bytes)",478
Dead,"BR – FILMES E SERIES","TNT H265 [4]","http://tjtor8411.com:80/010794/FXz1sY/72377.ts","No data (insufficient stream data: 235 bytes)",371
Dead,"BR – FILMES E SERIES","TNT HD","http://up.kiwi/351921603109/34939156/296447","HTTP 404",955
Dead,"BR – FILMES E SERIES","TNT HD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72378.ts","No data (insufficient stream data: 235 bytes)",395
Dead,"BR – FILMES E SERIES","TNT HD [3]","http://tjtor8411.com:80/010794/FXz1sY/72378.ts","No data (insufficient stream data: 235 bytes)",399
Dead,"BR – FILMES E SERIES","TNT HD [4]","http://s2.micineovs.com/TNT/index.m3u8?token=16FOTt9Ae2m8","Connection refused",307
Geoblocked,"BR – FILMES E SERIES","TNT HD [5]","http://streamer.sattvacabo.com.br/TNT_HD/index.m3u8?token=TLGacFXd0gIXIuo2u8Zj7f4FE5J2vtgf","HTTP 403",349
Geoblocked,"BR – FILMES E SERIES","TNT HD [6]","https://megaflix.mgfiles.lat/c794c0d7dcd2186c964b895fcde20767/file.m3u8","HTTP 403",84
Dead,"BR – FILMES E SERIES","TNT HD [LEG]","http://tjtor8411.com:80/Osiel123/Felicidade321/90673.ts","No data (insufficient stream data: 235 bytes)",370
Dead,"BR – FILMES E SERIES","TNT HD [LEG] [2]","http://tjtor8411.com:80/010794/FXz1sY/90673.ts","No data (insufficient stream data: 235 bytes)",364
Dead,"BR – FILMES E SERIES","TNT NOVELAS [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72343.ts","No data (insufficient stream data: 235 bytes)",444
Dead,"BR – FILMES E SERIES","TNT NOVELAS [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72343.ts","No data (insufficient stream data: 235 bytes)",411
Alive,"BR – FILMES E SERIES","TNT NOVELAS FHD","http://up.kiwi/351921603109/34939156/1306","",1934
Dead,"BR – FILMES E SERIES","TNT NOVELAS FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72342.ts","No data (insufficient stream data: 235 bytes)",416
Dead,"BR – FILMES E SERIES","TNT NOVELAS FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72342.ts","No data (insufficient stream data: 235 bytes)",396
Alive,"BR – FILMES E SERIES","TNT NOVELAS H265","http://up.kiwi/351921603109/34939156/1308","",1998
Dead,"BR – FILMES E SERIES","TNT NOVELAS H265 [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/103466.ts","No data (insufficient stream data: 235 bytes)",322
Dead,"BR – FILMES E SERIES","TNT NOVELAS H265 [3]","http://tjtor8411.com:80/010794/FXz1sY/103466.ts","No data (insufficient stream data: 235 bytes)",353
Alive,"BR – FILMES E SERIES","TNT NOVELAS HD","http://up.kiwi/351921603109/34939156/296448","",2072
Dead,"BR – FILMES E SERIES","TNT NOVELAS HD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72344.ts","No data (insufficient stream data: 235 bytes)",319
Dead,"BR – FILMES E SERIES","TNT NOVELAS HD [3]","http://tjtor8411.com:80/010794/FXz1sY/72344.ts","No data (insufficient stream data: 235 bytes)",340
Geoblocked,"BR – FILMES E SERIES","TNT NOVELAS HD [4]","https://megaflix.mgfiles.lat/483d948d625b1ac4182c3d6f2266d9ce/file.m3u8","HTTP 403",139
Dead,"BR – FILMES E SERIES","TNT NOVELAS SD","http://up.kiwi/351921603109/34939156/296449","HTTP 503",3383
Dead,"BR – FILMES E SERIES","TNT NOVELAS SD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72345.ts","No data (insufficient stream data: 235 bytes)",253
Dead,"BR – FILMES E SERIES","TNT NOVELAS SD [3]","http://tjtor8411.com:80/010794/FXz1sY/72345.ts","No data (insufficient stream data: 235 bytes)",296
Alive,"BR – FILMES E SERIES","TNT SD","http://up.kiwi/351921603109/34939156/1309","",7854
Dead,"BR – FILMES E SERIES","TNT SD [2]","http://up.kiwi/351921603109/34939156/296450","HTTP 502",4190
